;parameters;modelo;auc_tr;accuracy_tr;precision_tr;recall_tr;f1_tr;Matriz_tr;auc_te;accuracy_te;precision_te;recall_te;f1_te;Matriz_te
0;{'n_estimators': 91, 'max_depth': 4, 'min_data_in_leaf': 132, 'learning_rate': 0.6369387755102041};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.7968194444444445;0.6583333333333333;0.6358185024851691;0.5541666666666666;0.559000337723742;"[[17  1  2  0]
 [ 2  7 11  0]
 [ 2  2 52  4]
 [ 1  0 16  3]]"
1;{'n_estimators': 165, 'max_depth': 8, 'min_samples_leaf': 35, 'criterion': 'gini'};RandomForest;0.9227482638888889;0.6166666666666667;0.34383358576906964;0.4354166666666667;0.37700468544145177;"[[ 61   0  19   0]
 [  7   0  73   0]
 [  5   0 235   0]
 [  4   0  76   0]]";0.7535972222222223;0.6166666666666667;0.345;0.44166666666666665;0.38125000000000003;"[[16  0  4  0]
 [ 2  0 18  0]
 [ 2  0 58  0]
 [ 0  0 20  0]]"
2;{'n_estimators': 118, 'max_depth': 4, 'min_child_weight': 235, 'learning_rate': 0.6369387755102041};XGBoost;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.7683611111111112;0.675;0.6943181818181818;0.5625;0.5713405521783181;"[[16  1  3  0]
 [ 3  7 10  0]
 [ 1  4 54  1]
 [ 2  0 14  4]]"
3;{'n_estimators': 72, 'max_depth': 3, 'min_data_in_leaf': 220, 'learning_rate': 0.1803673469387755};Lighgbm;0.9872361111111111;0.8791666666666667;0.9060084963703245;0.8270833333333334;0.8539747763885694;"[[ 77   0   3   0]
 [  3  59  17   1]
 [  1   2 236   1]
 [  4   4  22  50]]";0.7603333333333333;0.6333333333333333;0.6324496288441145;0.5166666666666667;0.5158117698438694;"[[16  0  4  0]
 [ 2  4 12  2]
 [ 3  1 52  4]
 [ 2  0 14  4]]"
4;{'n_estimators': 137, 'max_depth': 1, 'min_samples_leaf': 142, 'criterion': 'gini'};RandomForest;0.7857682291666667;0.5;0.125;0.25;0.16666666666666666;"[[  0   0  80   0]
 [  0   0  80   0]
 [  0   0 240   0]
 [  0   0  80   0]]";0.7018194444444443;0.5;0.125;0.25;0.16666666666666666;"[[ 0  0 20  0]
 [ 0  0 20  0]
 [ 0  0 60  0]
 [ 0  0 20  0]]"
5;{'n_estimators': 33, 'max_depth': 17, 'min_child_weight': 93, 'learning_rate': 0.09883673469387755};XGBoost;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8051527777777778;0.65;0.5671301808022604;0.5249999999999999;0.5049989313990096;"[[17  0  3  0]
 [ 2  6 11  1]
 [ 2  3 54  1]
 [ 2  2 15  1]]"
6;{'n_estimators': 200, 'max_depth': 7, 'min_data_in_leaf': 240, 'learning_rate': 0.11514285714285714};Lighgbm;0.9943706597222223;0.9166666666666666;0.9334412773607438;0.8854166666666667;0.9043073562738683;"[[ 78   0   2   0]
 [  2  68  10   0]
 [  1   2 235   2]
 [  3   2  16  59]]";0.7663333333333333;0.65;0.6127595398428731;0.5333333333333333;0.5366706844146316;"[[16  0  4  0]
 [ 2  5 11  2]
 [ 2  2 53  3]
 [ 2  1 13  4]]"
7;{'n_estimators': 106, 'max_depth': 18, 'min_samples_leaf': 64, 'criterion': 'gini'};RandomForest;0.8663940972222222;0.6;0.33026275009470024;0.41041666666666665;0.3565444545352504;"[[ 53   0  27   0]
 [  8   0  72   0]
 [  5   0 235   0]
 [  5   0  75   0]]";0.7509444444444444;0.6;0.33845752996352263;0.425;0.36932632584806496;"[[15  0  5  0]
 [ 1  0 19  0]
 [ 3  0 57  0]
 [ 0  0 20  0]]"
8;{'n_estimators': 60, 'max_depth': 19, 'min_child_weight': 171, 'learning_rate': 0.049918367346938775};XGBoost;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8000138888888889;0.6416666666666667;0.554701307882644;0.5208333333333333;0.49978326734929285;"[[17  0  3  0]
 [ 2  6 11  1]
 [ 2  4 53  1]
 [ 2  2 15  1]]"
9;{'n_estimators': 122, 'max_depth': 6, 'min_data_in_leaf': 108, 'learning_rate': 0.1803673469387755};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.7899861111111111;0.7;0.7131760644418872;0.6083333333333334;0.6257473284045575;"[[17  0  3  0]
 [ 2 10  8  0]
 [ 2  1 53  4]
 [ 1  0 15  4]]"
