;parameters;modelo;auc_tr;accuracy_tr;precision_tr;recall_tr;f1_tr;Matriz_tr;auc_te;accuracy_te;precision_te;recall_te;f1_te;Matriz_te
0;{'n_estimators': 91, 'max_depth': 4, 'min_data_in_leaf': 132, 'learning_rate': 0.6369387755102041};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8036388888888889;0.625;0.5631868131868131;0.5375;0.5418242685100647;"[[16  0  4  0]
 [ 1  7  7  5]
 [ 3  4 48  5]
 [ 1  2 13  4]]"
1;{'n_estimators': 91, 'max_depth': 4, 'min_data_in_leaf': 132, 'learning_rate': 0.6369387755102041};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8036388888888889;0.625;0.5631868131868131;0.5375;0.5418242685100647;"[[16  0  4  0]
 [ 1  7  7  5]
 [ 3  4 48  5]
 [ 1  2 13  4]]"
2;{'n_estimators': 165, 'max_depth': 8, 'min_child_weight': 35, 'learning_rate': 0.2782040816326531};XGBoost;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8081805555555556;0.6333333333333333;0.5960021905805037;0.5083333333333333;0.5147811865553801;"[[14  0  5  1]
 [ 2  6 11  1]
 [ 3  3 53  1]
 [ 1  2 14  3]]"
3;{'n_estimators': 118, 'max_depth': 4, 'min_data_in_leaf': 235, 'learning_rate': 0.6369387755102041};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8083333333333333;0.6333333333333333;0.5656862745098039;0.55;0.551663835505299;"[[15  1  3  1]
 [ 1  9  7  3]
 [ 4  4 48  4]
 [ 1  3 12  4]]"
4;{'n_estimators': 118, 'max_depth': 4, 'min_data_in_leaf': 235, 'learning_rate': 0.6369387755102041};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8083333333333333;0.6333333333333333;0.5656862745098039;0.55;0.551663835505299;"[[15  1  3  1]
 [ 1  9  7  3]
 [ 4  4 48  4]
 [ 1  3 12  4]]"
5;{'n_estimators': 72, 'max_depth': 3, 'min_child_weight': 220, 'learning_rate': 0.1803673469387755};XGBoost;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8218472222222222;0.6833333333333333;0.6963994288045695;0.5499999999999999;0.5559914326293123;"[[15  1  4  0]
 [ 1  8 10  1]
 [ 2  1 57  0]
 [ 1  2 15  2]]"
6;{'n_estimators': 137, 'max_depth': 1, 'min_data_in_leaf': 142, 'learning_rate': 0.4086530612244898};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.7983055555555555;0.6416666666666667;0.5812565812565812;0.5458333333333334;0.5516571813031845;"[[15  1  4  0]
 [ 1  8  7  4]
 [ 4  3 50  3]
 [ 1  2 13  4]]"
7;{'n_estimators': 137, 'max_depth': 1, 'min_data_in_leaf': 142, 'learning_rate': 0.4086530612244898};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.7983055555555555;0.6416666666666667;0.5812565812565812;0.5458333333333334;0.5516571813031845;"[[15  1  4  0]
 [ 1  8  7  4]
 [ 4  3 50  3]
 [ 1  2 13  4]]"
8;{'n_estimators': 33, 'max_depth': 17, 'min_child_weight': 93, 'learning_rate': 0.09883673469387755};XGBoost;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.7824444444444445;0.6666666666666666;0.7589231699939504;0.5416666666666666;0.5700102852812212;"[[14  0  6  0]
 [ 2  6 12  0]
 [ 2  3 55  0]
 [ 1  0 14  5]]"
9;{'n_estimators': 200, 'max_depth': 7, 'min_data_in_leaf': 240, 'learning_rate': 0.11514285714285714};Lighgbm;0.9886684027777777;0.9125;0.9371640627961554;0.8791666666666667;0.9028121171120695;"[[ 78   0   2   0]
 [  1  66  13   0]
 [  0   3 235   2]
 [  1   2  18  59]]";0.8114305555555555;0.6333333333333333;0.5791562238930661;0.5333333333333334;0.5386570523920249;"[[15  0  4  1]
 [ 1  7 10  2]
 [ 4  4 50  2]
 [ 1  3 12  4]]"
10;{'n_estimators': 200, 'max_depth': 7, 'min_data_in_leaf': 240, 'learning_rate': 0.11514285714285714};Lighgbm;0.9886684027777777;0.9125;0.9371640627961554;0.8791666666666667;0.9028121171120695;"[[ 78   0   2   0]
 [  1  66  13   0]
 [  0   3 235   2]
 [  1   2  18  59]]";0.8114305555555555;0.6333333333333333;0.5791562238930661;0.5333333333333334;0.5386570523920249;"[[15  0  4  1]
 [ 1  7 10  2]
 [ 4  4 50  2]
 [ 1  3 12  4]]"
11;{'n_estimators': 106, 'max_depth': 18, 'min_child_weight': 64, 'learning_rate': 0.4738775510204082};XGBoost;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8065833333333333;0.6583333333333333;0.5902777777777778;0.5208333333333333;0.5264915092217723;"[[14  0  6  0]
 [ 3  7  7  3]
 [ 1  2 56  1]
 [ 0  3 15  2]]"
12;{'n_estimators': 60, 'max_depth': 19, 'min_data_in_leaf': 171, 'learning_rate': 0.049918367346938775};Lighgbm;0.9276979166666666;0.7041666666666667;0.7955620980786681;0.5708333333333333;0.5695515101264267;"[[ 71   0   9   0]
 [  4  28  48   0]
 [  4   2 233   1]
 [  5   4  65   6]]";0.8023194444444444;0.6166666666666667;0.44886363636363635;0.475;0.4443371943371943;"[[15  0  5  0]
 [ 2  5 13  0]
 [ 3  3 54  0]
 [ 2  2 16  0]]"
13;{'n_estimators': 60, 'max_depth': 19, 'min_data_in_leaf': 171, 'learning_rate': 0.049918367346938775};Lighgbm;0.9276979166666666;0.7041666666666667;0.7955620980786681;0.5708333333333333;0.5695515101264267;"[[ 71   0   9   0]
 [  4  28  48   0]
 [  4   2 233   1]
 [  5   4  65   6]]";0.8023194444444444;0.6166666666666667;0.44886363636363635;0.475;0.4443371943371943;"[[15  0  5  0]
 [ 2  5 13  0]
 [ 3  3 54  0]
 [ 2  2 16  0]]"
14;{'n_estimators': 122, 'max_depth': 6, 'min_child_weight': 108, 'learning_rate': 0.1803673469387755};XGBoost;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8253194444444444;0.675;0.6582317073170731;0.5458333333333333;0.5584811755146262;"[[14  1  4  1]
 [ 2  7 10  1]
 [ 2  2 56  0]
 [ 2  2 12  4]]"
15;{'n_estimators': 172, 'max_depth': 9, 'min_data_in_leaf': 152, 'learning_rate': 0.4086530612244898};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.7942777777777779;0.6083333333333333;0.5624350679238831;0.5208333333333334;0.5356565709471436;"[[13  0  5  2]
 [ 1  8  7  4]
 [ 4  3 47  6]
 [ 0  3 12  5]]"
16;{'n_estimators': 172, 'max_depth': 9, 'min_data_in_leaf': 152, 'learning_rate': 0.4086530612244898};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.7942777777777779;0.6083333333333333;0.5624350679238831;0.5208333333333334;0.5356565709471436;"[[13  0  5  2]
 [ 1  8  7  4]
 [ 4  3 47  6]
 [ 0  3 12  5]]"
17;{'n_estimators': 122, 'max_depth': 11, 'min_child_weight': 15, 'learning_rate': 0.2129795918367347};XGBoost;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8203888888888888;0.6583333333333333;0.6742495309568481;0.5375;0.5512014511310286;"[[14  1  4  1]
 [ 1  7 12  0]
 [ 3  3 54  0]
 [ 2  2 12  4]]"
18;{'n_estimators': 52, 'max_depth': 4, 'min_data_in_leaf': 54, 'learning_rate': 0.604326530612245};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8339861111111112;0.6916666666666667;0.6662047302291205;0.5625;0.5840248740260778;"[[14  0  4  2]
 [ 2  7  9  2]
 [ 2  1 57  0]
 [ 0  3 12  5]]"
19;{'n_estimators': 52, 'max_depth': 4, 'min_data_in_leaf': 54, 'learning_rate': 0.604326530612245};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8339861111111112;0.6916666666666667;0.6662047302291205;0.5625;0.5840248740260778;"[[14  0  4  2]
 [ 2  7  9  2]
 [ 2  1 57  0]
 [ 0  3 12  5]]"
20;{'n_estimators': 83, 'max_depth': 9, 'min_child_weight': 5, 'learning_rate': 0.7510816326530613};XGBoost;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.7924027777777778;0.675;0.6517242402659069;0.5541666666666667;0.580136471093918;"[[13  1  4  2]
 [ 1  8 10  1]
 [ 1  2 55  2]
 [ 1  2 12  5]]"
21;{'n_estimators': 188, 'max_depth': 18, 'min_data_in_leaf': 147, 'learning_rate': 0.4901836734693878};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8176388888888889;0.65;0.6222589822273367;0.5416666666666666;0.5622891118344713;"[[14  0  5  1]
 [ 1  7  9  3]
 [ 2  3 52  3]
 [ 1  1 13  5]]"
22;{'n_estimators': 188, 'max_depth': 18, 'min_data_in_leaf': 147, 'learning_rate': 0.4901836734693878};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8176388888888889;0.65;0.6222589822273367;0.5416666666666666;0.5622891118344713;"[[14  0  5  1]
 [ 1  7  9  3]
 [ 2  3 52  3]
 [ 1  1 13  5]]"
23;{'n_estimators': 141, 'max_depth': 18, 'min_child_weight': 44, 'learning_rate': 0.06622448979591837};XGBoost;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8080833333333333;0.65;0.6479551150603782;0.525;0.5406844499586435;"[[14  0  4  2]
 [ 1  6 13  0]
 [ 3  3 54  0]
 [ 1  2 13  4]]"
24;{'n_estimators': 87, 'max_depth': 12, 'min_data_in_leaf': 88, 'learning_rate': 0.7673877551020408};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8222222222222222;0.6833333333333333;0.6516213418387331;0.5833333333333333;0.593275133366612;"[[15  1  3  1]
 [ 3  8  8  1]
 [ 3  3 53  1]
 [ 2  2 10  6]]"
25;{'n_estimators': 87, 'max_depth': 12, 'min_data_in_leaf': 88, 'learning_rate': 0.7673877551020408};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8222222222222222;0.6833333333333333;0.6516213418387331;0.5833333333333333;0.593275133366612;"[[15  1  3  1]
 [ 3  8  8  1]
 [ 3  3 53  1]
 [ 2  2 10  6]]"
26;{'n_estimators': 110, 'max_depth': 3, 'min_child_weight': 5, 'learning_rate': 0.32712244897959186};XGBoost;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8312638888888889;0.6916666666666667;0.6901900183150182;0.5791666666666667;0.5926421139835774;"[[15  0  5  0]
 [ 2  9  8  1]
 [ 2  2 55  1]
 [ 2  2 12  4]]"
