;parameters;modelo;auc_tr;accuracy_tr;precision_tr;recall_tr;f1_tr;Matriz_tr;auc_te;accuracy_te;precision_te;recall_te;f1_te;Matriz_te
17;{'n_estimators': 137, 'max_depth': 8, 'min_child_weight': 127, 'learning_rate': 0.359734693877551};XGBoost;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.5339166666666666;0.4083333333333333;0.26319444444444445;0.2541666666666667;0.24139880952380952;"[[ 1  2 14  3]
 [ 1  3 16  0]
 [ 6  6 43  5]
 [ 0  1 17  2]]"
18;{'n_estimators': 141, 'max_depth': 8, 'min_data_in_leaf': 15, 'learning_rate': 0.4901836734693878};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.5246527777777779;0.45;0.23526077097505668;0.25;0.21638307212292374;"[[ 1  0 17  2]
 [ 3  1 15  1]
 [ 2  5 51  2]
 [ 1  3 15  1]]"
19;{'n_estimators': 165, 'max_depth': 15, 'min_samples_leaf': 98, 'criterion': 'entropy'};RandomForest;0.6637456597222222;0.5;0.125;0.25;0.16666666666666666;"[[  0   0  80   0]
 [  0   0  80   0]
 [  0   0 240   0]
 [  0   0  80   0]]";0.5861944444444445;0.5;0.125;0.25;0.16666666666666666;"[[ 0  0 20  0]
 [ 0  0 20  0]
 [ 0  0 60  0]
 [ 0  0 20  0]]"
20;{'n_estimators': 25, 'max_depth': 12, 'min_child_weight': 54, 'learning_rate': 0.4086530612244898};XGBoost;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.5485555555555557;0.425;0.3052584670231729;0.2791666666666667;0.2751152073732719;"[[ 3  1 13  3]
 [ 3  2 14  1]
 [ 3  6 43  8]
 [ 0  2 15  3]]"
21;{'n_estimators': 99, 'max_depth': 9, 'min_data_in_leaf': 108, 'learning_rate': 0.5064897959183674};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.5191111111111111;0.4;0.24848484848484848;0.25;0.23334488334488335;"[[ 4  1 14  1]
 [ 2  1 15  2]
 [ 9  3 42  6]
 [ 1  1 17  1]]"
22;{'n_estimators': 95, 'max_depth': 3, 'min_samples_leaf': 93, 'criterion': 'gini'};RandomForest;0.6549722222222223;0.5;0.125;0.25;0.16666666666666666;"[[  0   0  80   0]
 [  0   0  80   0]
 [  0   0 240   0]
 [  0   0  80   0]]";0.6055;0.5;0.125;0.25;0.16666666666666666;"[[ 0  0 20  0]
 [ 0  0 20  0]
 [ 0  0 60  0]
 [ 0  0 20  0]]"
23;{'n_estimators': 72, 'max_depth': 8, 'min_child_weight': 25, 'learning_rate': 0.2455918367346939};XGBoost;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.5609583333333332;0.43333333333333335;0.28410218253968256;0.25833333333333336;0.24063372770269323;"[[ 2  1 16  1]
 [ 2  1 17  0]
 [ 3  5 47  5]
 [ 0  2 16  2]]"
24;{'n_estimators': 52, 'max_depth': 9, 'min_data_in_leaf': 98, 'learning_rate': 0.3923469387755102};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.49909722222222225;0.4;0.223731884057971;0.23333333333333334;0.21170112781954886;"[[ 2  1 16  1]
 [ 3  1 14  2]
 [ 6  6 44  4]
 [ 1  0 18  1]]"
25;{'n_estimators': 200, 'max_depth': 8, 'min_samples_leaf': 235, 'criterion': 'entropy'};RandomForest;0.5;0.5;0.125;0.25;0.16666666666666666;"[[  0   0  80   0]
 [  0   0  80   0]
 [  0   0 240   0]
 [  0   0  80   0]]";0.5;0.5;0.125;0.25;0.16666666666666666;"[[ 0  0 20  0]
 [ 0  0 20  0]
 [ 0  0 60  0]
 [ 0  0 20  0]]"
26;{'n_estimators': 126, 'max_depth': 2, 'min_child_weight': 35, 'learning_rate': 0.14775510204081632};XGBoost;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.5073333333333333;0.4166666666666667;0.2413265306122449;0.23333333333333334;0.2057712142522269;"[[ 1  0 17  2]
 [ 1  2 16  1]
 [ 3  3 47  7]
 [ 0  2 18  0]]"
27;{'n_estimators': 44, 'max_depth': 13, 'min_data_in_leaf': 171, 'learning_rate': 0.1966734693877551};Lighgbm;0.8679071180555555;0.5604166666666667;0.8830376940133038;0.340625;0.33258229122706673;"[[  5   0  75   0]
 [  0   9  71   0]
 [  0   0 240   0]
 [  0   0  65  15]]";0.5720555555555555;0.49166666666666664;0.125;0.24583333333333332;0.16573033707865167;"[[ 0  1 19  0]
 [ 0  0 20  0]
 [ 1  0 59  0]
 [ 0  0 20  0]]"
28;{'n_estimators': 157, 'max_depth': 19, 'min_samples_leaf': 240, 'criterion': 'entropy'};RandomForest;0.5;0.5;0.125;0.25;0.16666666666666666;"[[  0   0  80   0]
 [  0   0  80   0]
 [  0   0 240   0]
 [  0   0  80   0]]";0.5;0.5;0.125;0.25;0.16666666666666666;"[[ 0  0 20  0]
 [ 0  0 20  0]
 [ 0  0 60  0]
 [ 0  0 20  0]]"
29;{'n_estimators': 157, 'max_depth': 16, 'min_child_weight': 191, 'learning_rate': 0.11514285714285714};XGBoost;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.5656388888888889;0.4083333333333333;0.24823232323232322;0.24583333333333335;0.23007415647015203;"[[ 2  1 16  1]
 [ 3  2 14  1]
 [ 4  5 44  7]
 [ 0  3 16  1]]"
